date,qu,qd
1982-10-07,,
1982-10-08,,
1982-10-09,,
1982-10-10,,
1982-10-11,,
1982-10-12,,
1982-10-13,,
1982-10-14,,
1982-10-15,,
1982-10-16,,
1982-10-17,,
1982-10-18,,
1982-10-19,,
1982-10-20,,
1982-10-21,,
1982-10-22,,
1982-10-23,,
1982-10-24,,
1982-10-25,,
1982-10-26,,
1982-10-27,,
1982-10-28,,
1982-10-29,,
1982-10-30,,
1982-10-31,,
1982-11-01,,
1982-11-02,,
1982-11-03,,
1982-11-04,,
1982-11-05,,
1982-11-06,,
1982-11-07,,
1982-11-08,,
1982-11-09,,
1982-11-10,,
1982-11-11,,
1982-11-12,,
1982-11-13,,
1982-11-14,,
1982-11-15,,
1982-11-16,,
1982-11-17,,
1982-11-18,,
1982-11-19,,
1982-11-20,,
1982-11-21,,
1982-11-22,,
1982-11-23,,
1982-11-24,,
1982-11-25,,
1982-11-26,,
1982-11-27,,
1982-11-28,,
1982-11-29,,
1982-11-30,,
1982-12-01,,
1982-12-02,,
1982-12-03,,
1982-12-04,,
1982-12-05,,
1982-12-06,,
1982-12-07,,
1982-12-08,,
1982-12-09,,
1982-12-10,,
1982-12-11,,
1982-12-12,,
1982-12-13,,
1982-12-14,,
1982-12-15,,
1982-12-16,,
1982-12-17,,
1982-12-18,,
1982-12-19,,
1982-12-20,,
1982-12-21,,
1982-12-22,,
1982-12-23,,
1982-12-24,,
1982-12-25,,
1982-12-26,,
1982-12-27,,
1982-12-28,,
1982-12-29,,
1982-12-30,,
1982-12-31,,
1983-01-01,,
1983-01-02,,
1983-01-03,,
1983-01-04,,
1983-01-05,,
1983-01-06,,
1983-01-07,,
1983-01-08,,
1983-01-09,,
1983-01-10,,
1983-01-11,,
1983-01-12,,
1983-01-13,,
1983-01-14,,
1983-01-15,,
1983-01-16,,
1983-01-17,,
1983-01-18,,
1983-01-19,,
1983-01-20,,
1983-01-21,,
1983-01-22,,
1983-01-23,,
1983-01-24,,
1983-01-25,,
1983-01-26,,
1983-01-27,,
1983-01-28,,
1983-01-29,,
1983-01-30,,
1983-01-31,,
1983-02-01,,
1983-02-02,,
1983-02-03,,
1983-02-04,,
1983-02-05,,
1983-02-06,,
1983-02-07,,
1983-02-08,,
1983-02-09,,
1983-02-10,,
1983-02-11,,
1983-02-12,,
1983-02-13,,
1983-02-14,,
1983-02-15,,
1983-02-16,,
1983-02-17,,
1983-02-18,,
1983-02-19,,
1983-02-20,,
1983-02-21,,
1983-02-22,,
1983-02-23,,
1983-02-24,,
1983-02-25,,
1983-02-26,,
1983-02-27,,
1983-02-28,,
1983-03-01,,
1983-03-02,,
1983-03-03,,
1983-03-04,,
1983-03-05,,
1983-03-06,,
1983-03-07,,
1983-03-08,,
1983-03-09,,
1983-03-10,,
1983-03-11,,
1983-03-12,,
1983-03-13,,
1983-03-14,,
1983-03-15,,
1983-03-16,,
1983-03-17,,
1983-03-18,,
1983-03-19,,
1983-03-20,,
1983-03-21,,
1983-03-22,,
1983-03-23,,
1983-03-24,,
1983-03-25,,
1983-03-26,,
1983-03-27,,
1983-03-28,,
1983-03-29,,
1983-03-30,,
1983-03-31,,
1983-04-01,,
1983-04-02,,
1983-04-03,,
1983-04-04,,
1983-04-05,,
1983-04-06,,
1983-04-07,,
1983-04-08,,
1983-04-09,,
1983-04-10,,
1983-04-11,,
1983-04-12,,
1983-04-13,,
1983-04-14,,
1983-04-15,,
1983-04-16,,
1983-04-17,,
1983-04-18,,
1983-04-19,,
1983-04-20,,
1983-04-21,,
1983-04-22,,
1983-04-23,,
1983-04-24,,
1983-04-25,,
1983-04-26,,
1983-04-27,,
1983-04-28,,
1983-04-29,,
1983-04-30,,
1983-05-01,,
1983-05-02,,
1983-05-03,,
1983-05-04,,
1983-05-05,,
1983-05-06,,
1983-05-07,,
1983-05-08,,
1983-05-09,,
1983-05-10,,
1983-05-11,,
1983-05-12,,
1983-05-13,,
1983-05-14,,
1983-05-15,,
1983-05-16,,
1983-05-17,,
1983-05-18,,
1983-05-19,,
1983-05-20,,
1983-05-21,,
1983-05-22,,
1983-05-23,,
1983-05-24,,
1983-05-25,,
1983-05-26,,
1983-05-27,,
1983-05-28,,
1983-05-29,,
1983-05-30,,
1983-05-31,,
1983-06-01,,
1983-06-02,,
1983-06-03,,
1983-06-04,,
1983-06-05,,
1983-06-06,,
1983-06-07,,
1983-06-08,,
1983-06-09,,
1983-06-10,,
1983-06-11,,
1983-06-12,,
1983-06-13,,
1983-06-14,,
1983-06-15,,
1983-06-16,,
1983-06-17,,
1983-06-18,,
1983-06-19,,
1983-06-20,,
1983-06-21,,
1983-06-22,,
1983-06-23,,
1983-06-24,,
1983-06-25,,
1983-06-26,,
1983-06-27,,
1983-06-28,,
1983-06-29,,
1983-06-30,,
1983-07-01,,
1983-07-02,,
1983-07-03,,
1983-07-04,,
1983-07-05,,
1983-07-06,,
1983-07-07,,
1983-07-08,,
1983-07-09,,
1983-07-10,,
1983-07-11,,
1983-07-12,,
1983-07-13,,
1983-07-14,,
1983-07-15,,
1983-07-16,,
1983-07-17,,
1983-07-18,,
1983-07-19,,
1983-07-20,,
1983-07-21,,
1983-07-22,,
1983-07-23,,
1983-07-24,,
1983-07-25,,
1983-07-26,,
1983-07-27,,
1983-07-28,,
1983-07-29,,
1983-07-30,,
1983-07-31,,
1983-08-01,,
1983-08-02,,
1983-08-03,,
1983-08-04,,
1983-08-05,,
1983-08-06,,
1983-08-07,,
1983-08-08,,
1983-08-09,,
1983-08-10,,
1983-08-11,,
1983-08-12,,
1983-08-13,,
1983-08-14,,
1983-08-15,,
1983-08-16,,
1983-08-17,,
1983-08-18,,
1983-08-19,,
1983-08-20,,
1983-08-21,,
1983-08-22,,
1983-08-23,,
1983-08-24,,
1983-08-25,,
1983-08-26,,
1983-08-27,,
1983-08-28,,
1983-08-29,,
1983-08-30,,
1983-08-31,,
1983-09-01,,
1983-09-02,,
1983-09-03,,
1983-09-04,,
1983-09-05,,
1983-09-06,,
1983-09-07,,
1983-09-08,,
1983-09-09,,
1983-09-10,,
1983-09-11,,
1983-09-12,,
1983-09-13,,
1983-09-14,,
1983-09-15,,
1983-09-16,,
1983-09-17,,
1983-09-18,,
1983-09-19,,
1983-09-20,,
1983-09-21,,
1983-09-22,,
1983-09-23,,
1983-09-24,,
1983-09-25,,
1983-09-26,,
1983-09-27,,
1983-09-28,,
1983-09-29,,
1983-09-30,,
1983-10-01,,
1983-10-02,,
1983-10-03,,
1983-10-04,,
1983-10-05,,
1983-10-06,,
1983-10-07,,
1983-10-08,,
1983-10-09,,
1983-10-10,,
1983-10-11,,
1983-10-12,,
1983-10-13,,
1983-10-14,,
1983-10-15,,
1983-10-16,,
1983-10-17,,
1983-10-18,,
1983-10-19,,
1983-10-20,,
1983-10-21,,
1983-10-22,,
1983-10-23,,
1983-10-24,,
1983-10-25,,
1983-10-26,,
1983-10-27,,
1983-10-28,,
1983-10-29,,
1983-10-30,,
1983-10-31,,
1983-11-01,,
1983-11-02,,
1983-11-03,,
1983-11-04,,
1983-11-05,,
1983-11-06,,
1983-11-07,,
1983-11-08,,
1983-11-09,,
1983-11-10,,
1983-11-11,,
1983-11-12,,
1983-11-13,,
1983-11-14,,
1983-11-15,,
1983-11-16,,
1983-11-17,,
1983-11-18,,
1983-11-19,,
1983-11-20,,
1983-11-21,,
1983-11-22,,
1983-11-23,,
1983-11-24,,
1983-11-25,,
1983-11-26,,
1983-11-27,,
1983-11-28,,
1983-11-29,,
1983-11-30,,
1983-12-01,,228.00
1983-12-02,,246.00
1983-12-03,,612.00
1983-12-04,,356.00
1983-12-05,,341.00
1983-12-06,,711.00
1983-12-07,,982.00
1983-12-08,,664.00
1983-12-09,,629.00
1983-12-10,,695.00
1983-12-11,,1060.00
1983-12-12,,756.00
1983-12-13,,2960.00
1983-12-14,,2920.00
1983-12-15,,2480.00
1983-12-16,,1850.00
1983-12-17,,1670.00
1983-12-18,,1300.00
1983-12-19,,1320.00
1983-12-20,,687.00
1983-12-21,,449.00
1983-12-22,,647.00
1983-12-23,,588.00
1983-12-24,,556.00
1983-12-25,,546.00
1983-12-26,,491.00
1983-12-27,,469.00
1983-12-28,,460.00
1983-12-29,,510.00
1983-12-30,,742.00
1983-12-31,,604.00
1984-01-01,,535.00
1984-01-02,,460.00
1984-01-03,,352.00
1984-01-04,,350.00
1984-01-05,,350.00
1984-01-06,,341.00
1984-01-07,,330.00
1984-01-08,,317.00
1984-01-09,,304.00
1984-01-10,,294.00
1984-01-11,,292.00
1984-01-12,,282.00
1984-01-13,,258.00
1984-01-14,,186.00
1984-01-15,,179.00
1984-01-16,,172.00
1984-01-17,,167.00
1984-01-18,,167.00
1984-01-19,,166.00
1984-01-20,,162.00
1984-01-21,,167.00
1984-01-22,,167.00
1984-01-23,,160.00
1984-01-24,,173.00
1984-01-25,,174.00
1984-01-26,,165.00
1984-01-27,,155.00
1984-01-28,,142.00
1984-01-29,,139.00
1984-01-30,,135.00
1984-01-31,,129.00
1984-02-01,,116.00
1984-02-02,,112.00
1984-02-03,,115.00
1984-02-04,,112.00
1984-02-05,,110.00
1984-02-06,,109.00
1984-02-07,,108.00
1984-02-08,,107.00
1984-02-09,,109.00
1984-02-10,,108.00
1984-02-11,,115.00
1984-02-12,,117.00
1984-02-13,,491.00
1984-02-14,,269.00
1984-02-15,,230.00
1984-02-16,,235.00
1984-02-17,,185.00
1984-02-18,,174.00
1984-02-19,,173.00
1984-02-20,,291.00
1984-02-21,,621.00
1984-02-22,,301.00
1984-02-23,,244.00
1984-02-24,,273.00
1984-02-25,,248.00
1984-02-26,,211.00
1984-02-27,,219.00
1984-02-28,,217.00
1984-02-29,,205.00
1984-03-01,,209.00
1984-03-02,,223.00
1984-03-03,,197.00
1984-03-04,,186.00
1984-03-05,,174.00
1984-03-06,,169.00
1984-03-07,,169.00
1984-03-08,,180.00
1984-03-09,,168.00
1984-03-10,,165.00
1984-03-11,,163.00
1984-03-12,,159.00
1984-03-13,,243.00
1984-03-14,,243.00
1984-03-15,,228.00
1984-03-16,,255.00
1984-03-17,,280.00
1984-03-18,,253.00
1984-03-19,,260.00
1984-03-20,,343.00
1984-03-21,,399.00
1984-03-22,,292.00
1984-03-23,,444.00
1984-03-24,,440.00
1984-03-25,,477.00
1984-03-26,,763.00
1984-03-27,,562.00
1984-03-28,,461.00
1984-03-29,,434.00
1984-03-30,,415.00
1984-03-31,,704.00
1984-04-01,,714.00
1984-04-02,,585.00
1984-04-03,,758.00
1984-04-04,,710.00
1984-04-05,,752.00
1984-04-06,,687.00
1984-04-07,,604.00
1984-04-08,,674.00
1984-04-09,,616.00
1984-04-10,,600.00
1984-04-11,,566.00
1984-04-12,,502.00
1984-04-13,,442.00
1984-04-14,,436.00
1984-04-15,,427.00
1984-04-16,,423.00
1984-04-17,,422.00
1984-04-18,,415.00
1984-04-19,,434.00
1984-04-20,,490.00
1984-04-21,,470.00
1984-04-22,,461.00
1984-04-23,,426.00
1984-04-24,,362.00
1984-04-25,,320.00
1984-04-26,,187.00
1984-04-27,,259.00
1984-04-28,,268.00
1984-04-29,,271.00
1984-04-30,,314.00
1984-05-01,,417.00
1984-05-02,,441.00
1984-05-03,,417.00
1984-05-04,,364.00
1984-05-05,,318.00
1984-05-06,,295.00
1984-05-07,,243.00
1984-05-08,,140.00
1984-05-09,,128.00
1984-05-10,,133.00
1984-05-11,,213.00
1984-05-12,,303.00
1984-05-13,,233.00
1984-05-14,,243.00
1984-05-15,,175.00
1984-05-16,,151.00
1984-05-17,,145.00
1984-05-18,,135.00
1984-05-19,,136.00
1984-05-20,,130.00
1984-05-21,,128.00
1984-05-22,,114.00
1984-05-23,,143.00
1984-05-24,,131.00
1984-05-25,,121.00
1984-05-26,,133.00
1984-05-27,,132.00
1984-05-28,,127.00
1984-05-29,,110.00
1984-05-30,,107.00
1984-05-31,,134.00
1984-06-01,,121.00
1984-06-02,,129.00
1984-06-03,,133.00
1984-06-04,,192.00
1984-06-05,,167.00
1984-06-06,,202.00
1984-06-07,,196.00
1984-06-08,,182.00
1984-06-09,,153.00
1984-06-10,,149.00
1984-06-11,,141.00
1984-06-12,,109.00
1984-06-13,66.48,89.80
1984-06-14,63.28,86.60
1984-06-15,56.88,80.20
1984-06-16,37.88,61.20
1984-06-17,38.18,61.50
1984-06-18,39.08,62.40
1984-06-19,56.00,56.00
1984-06-20,0.18,74.80
1984-06-21,58.38,133.00
1984-06-22,34.38,109.00
1984-06-23,21.28,95.90
1984-06-24,23.78,98.40
1984-06-25,19.48,94.10
1984-06-26,3.54,59.00
1984-06-27,12.54,68.00
1984-06-28,1.84,57.30
1984-06-29,3.54,59.00
1984-06-30,-52.81,57.60
1984-07-01,-58.81,51.60
1984-07-02,-57.91,52.50
1984-07-03,-38.50,34.60
1984-07-04,-128.20,17.00
1984-07-05,-120.70,24.50
1984-07-06,-69.47,20.40
1984-07-07,-73.17,16.70
1984-07-08,-66.37,23.50
1984-07-09,-62.67,27.20
1984-07-10,-265.45,18.90
1984-07-11,-86.17,18.70
1984-07-12,-126.57,22.50
1984-07-13,-118.26,30.80
1984-07-14,-119.67,29.40
1984-07-15,-106.72,28.40
1984-07-16,-101.62,33.50
1984-07-17,-108.10,25.50
1984-07-18,-143.47,29.80
1984-07-19,-141.46,31.80
1984-07-20,-142.07,31.20
1984-07-21,-124.27,49.00
1984-07-22,-117.76,55.50
1984-07-23,-111.57,61.70
1984-07-24,-85.07,56.10
1984-07-25,-96.07,45.10
1984-07-26,-96.27,44.90
1984-07-27,-96.17,45.00
1984-07-28,-95.37,45.80
1984-07-29,-99.27,41.90
1984-07-30,-97.47,43.70
1984-07-31,-107.51,47.90
1984-08-01,-50.41,105.00
1984-08-02,-59.81,95.60
1984-08-03,-84.91,70.50
1984-08-04,-101.29,70.80
1984-08-05,-98.49,73.60
1984-08-06,-101.69,70.40
1984-08-07,-93.57,47.60
1984-08-08,-48.00,36.20
1984-08-09,-122.30,43.40
1984-08-10,-121.80,43.90
1984-08-11,-120.30,45.40
1984-08-12,-115.06,73.50
1984-08-13,-84.56,104.00
1984-08-14,-78.40,62.10
1984-08-15,-100.69,39.80
1984-08-16,-87.90,52.60
1984-08-17,-100.07,72.10
1984-08-18,-101.07,71.10
1984-08-19,-92.67,79.50
1984-08-20,-91.87,80.30
1984-08-21,-268.52,72.30
1984-08-22,-22.11,69.40
1984-08-23,-23.41,68.10
1984-08-24,-29.01,62.50
1984-08-25,-30.11,61.40
1984-08-26,-38.91,52.60
1984-08-27,-42.61,48.90
1984-08-28,-79.06,36.90
1984-08-29,-74.56,41.40
1984-08-30,-20.20,82.40
1984-08-31,81.40,184.00
1984-09-01,9.92,110.00
1984-09-02,8.92,109.00
1984-09-03,6.92,107.00
1984-09-04,-1.88,98.20
1984-09-05,37.85,88.60
1984-09-06,25.65,76.40
1984-09-07,23.45,74.20
1984-09-08,-84.71,86.20
1984-09-09,-37.45,77.50
1984-09-10,-41.75,73.20
1984-09-11,-12.60,70.30
1984-09-12,-8.90,74.00
1984-09-13,-8.80,74.10
1984-09-14,-9.10,73.80
1984-09-15,2.50,85.40
1984-09-16,4.00,86.90
1984-09-17,-1.50,81.40
1984-09-18,17.16,79.80
1984-09-19,18.56,81.20
1984-09-20,60.36,123.00
1984-09-21,49.36,112.00
1984-09-22,30.27,118.00
1984-09-23,31.27,119.00
1984-09-24,23.27,111.00
1984-09-25,53.23,97.60
1984-09-26,52.53,96.90
1984-09-27,49.63,94.00
1984-09-28,44.63,89.00
1984-09-29,59.63,104.00
1984-09-30,20.13,64.50
1984-10-01,-4.87,39.50
1984-10-02,85.86,33.50
1984-10-03,86.86,34.50
1984-10-04,83.46,31.10
1984-10-05,83.96,31.60
1984-10-06,82.86,30.50
1984-10-07,84.46,32.10
1984-10-08,84.56,32.20
1984-10-09,89.30,37.80
1984-10-10,120.80,69.30
1984-10-11,155.50,104.00
1984-10-12,112.30,60.80
1984-10-13,107.60,56.10
1984-10-14,102.50,51.00
1984-10-15,102.40,50.90
1984-10-16,118.29,64.60
1984-10-17,125.79,72.10
1984-10-18,124.59,70.90
1984-10-19,120.39,66.70
1984-10-20,90.63,70.80
1984-10-21,77.03,57.20
1984-10-22,68.03,48.20
1984-10-23,55.58,44.20
1984-10-24,52.68,41.30
1984-10-25,50.98,39.60
1984-10-26,69.98,58.60
1984-10-27,70.78,59.40
1984-10-28,101.58,90.20
1984-10-29,83.18,71.80
1984-10-30,122.08,52.00
1984-10-31,115.38,45.30
1984-11-01,128.62,41.70
1984-11-02,362.92,276.00
1984-11-03,277.92,191.00
1984-11-04,221.92,135.00
1984-11-05,188.92,102.00
1984-11-06,234.56,106.00
1984-11-07,189.79,125.00
1984-11-08,203.79,139.00
1984-11-09,299.40,160.00
1984-11-10,298.40,159.00
1984-11-11,313.40,174.00
1984-11-12,630.40,491.00
1984-11-13,505.83,345.00
1984-11-14,246.29,292.00
1984-11-15,217.29,263.00
1984-11-16,210.29,256.00
1984-11-17,210.29,256.00
1984-11-18,220.29,266.00
1984-11-19,195.29,241.00
1984-11-20,474.45,412.00
1984-11-21,337.44,275.00
1984-11-22,273.45,211.00
1984-11-23,431.45,369.00
1984-11-24,595.45,533.00
1984-11-25,348.44,286.00
1984-11-26,301.45,239.00
1984-11-27,687.08,557.00
1984-11-28,947.08,817.00
1984-11-29,607.54,451.00
1984-11-30,688.54,532.00
1984-12-01,348.64,453.00
1984-12-02,296.64,401.00
1984-12-03,313.64,418.00
1984-12-04,322.54,378.00
1984-12-05,282.54,338.00
1984-12-06,234.54,290.00
1984-12-07,175.22,269.00
1984-12-08,214.10,222.00
1984-12-09,209.10,217.00
1984-12-10,356.10,364.00
1984-12-11,373.74,315.00
1984-12-12,435.74,377.00
1984-12-13,348.28,315.00
1984-12-14,301.28,268.00
1984-12-15,357.28,324.00
1984-12-16,315.28,282.00
1984-12-17,287.28,254.00
1984-12-18,310.90,287.00
1984-12-19,257.90,234.00
1984-12-20,232.90,209.00
1984-12-21,242.90,219.00
1984-12-22,245.90,222.00
1984-12-23,194.73,208.00
1984-12-24,187.72,201.00
1984-12-25,186.73,200.00
1984-12-26,183.73,197.00
1984-12-27,185.72,199.00
1984-12-28,184.73,198.00
1984-12-29,178.73,192.00
1984-12-30,222.72,236.00
1984-12-31,194.73,208.00
1985-01-01,174.77,185.00
1985-01-02,169.78,180.00
1985-01-03,171.77,182.00
1985-01-04,175.78,186.00
1985-01-05,179.77,190.00
1985-01-06,193.78,204.00
1985-01-07,204.77,215.00
1985-01-08,232.49,173.00
1985-01-09,224.49,165.00
1985-01-10,209.98,152.00
1985-01-11,170.98,113.00
1985-01-12,160.98,103.00
1985-01-13,155.28,97.30
1985-01-14,152.48,94.50
1985-01-15,208.50,87.50
1985-01-16,179.50,82.70
1985-01-17,161.98,91.60
1985-01-18,176.38,106.00
1985-01-19,176.38,106.00
1985-01-20,173.38,103.00
1985-01-21,169.48,99.10
1985-01-22,160.59,94.40
1985-01-23,153.79,87.60
1985-01-24,151.19,85.00
1985-01-25,147.79,81.60
1985-01-26,144.19,78.00
1985-01-27,141.39,75.20
1985-01-28,144.89,78.70
1985-01-29,160.33,72.60
1985-01-30,158.63,70.90
1985-01-31,158.03,70.30
1985-02-01,125.52,72.20
1985-02-02,134.22,80.90
1985-02-03,135.52,82.20
1985-02-04,120.42,67.10
1985-02-05,159.53,65.00
1985-02-06,162.03,67.50
1985-02-07,225.90,93.40
1985-02-08,515.50,383.00
1985-02-09,299.50,167.00
1985-02-10,254.50,122.00
1985-02-11,358.50,226.00
1985-02-12,658.74,388.00
1985-02-13,528.74,258.00
1985-02-14,381.67,216.00
1985-02-15,381.67,216.00
1985-02-16,364.67,199.00
1985-02-17,331.67,166.00
1985-02-18,312.67,147.00
1985-02-19,261.76,140.00
1985-02-20,255.76,134.00
1985-02-21,263.65,125.00
1985-02-22,259.65,121.00
1985-02-23,208.35,125.00
1985-02-24,206.36,123.00
1985-02-25,201.35,118.00
1985-02-26,240.80,114.00
1985-02-27,233.80,107.00
1985-02-28,230.55,103.00
1985-03-01,218.99,130.00
1985-03-02,213.99,125.00
1985-03-03,197.99,109.00
1985-03-04,208.99,120.00
1985-03-05,241.34,110.00
1985-03-06,236.34,105.00
1985-03-07,237.10,104.00
1985-03-08,235.10,102.00
1985-03-09,165.86,98.30
1985-03-10,174.56,107.00
1985-03-11,174.56,107.00
1985-03-12,240.13,104.00
1985-03-13,230.13,94.00
1985-03-14,219.45,98.70
1985-03-15,225.75,105.00
1985-03-16,204.61,111.00
1985-03-17,208.60,115.00
1985-03-18,207.61,114.00
1985-03-19,251.29,126.00
1985-03-20,251.29,126.00
1985-03-21,292.34,130.00
1985-03-22,267.34,105.00
1985-03-23,160.60,88.00
1985-03-24,167.60,95.00
1985-03-25,166.50,93.90
1985-03-26,241.16,94.20
1985-03-27,252.96,106.00
1985-03-28,199.81,102.00
1985-03-29,195.61,97.80
1985-03-30,308.77,114.00
1985-03-31,362.78,168.00
1985-04-01,368.77,174.00
1985-04-02,455.47,172.00
1985-04-03,444.47,161.00
1985-04-04,433.47,150.00
1985-04-05,439.47,156.00
1985-04-06,382.63,186.00
1985-04-07,405.63,209.00
1985-04-08,408.63,212.00
1985-04-09,334.00,334.00
1985-04-10,403.00,403.00
1985-04-11,349.00,349.00
1985-04-12,282.00,282.00
1985-04-13,292.00,292.00
1985-04-14,227.00,227.00
1985-04-15,207.00,207.00
1985-04-16,187.00,187.00
1985-04-17,225.00,225.00
1985-04-18,204.19,211.00
1985-04-19,228.19,235.00
1985-04-20,216.19,223.00
1985-04-21,206.19,213.00
1985-04-22,208.19,215.00
1985-04-23,173.19,180.00
1985-04-24,193.61,180.00
1985-04-25,199.61,186.00
1985-04-26,209.61,196.00
1985-04-27,163.58,184.00
1985-04-28,149.58,170.00
1985-04-29,134.58,155.00
1985-04-30,101.58,122.00
1985-05-01,95.28,102.00
1985-05-02,89.07,95.80
1985-05-03,81.88,88.60
1985-05-04,88.28,95.00
1985-05-05,85.57,92.30
1985-05-06,79.38,86.10
1985-05-07,54.13,74.30
1985-05-08,58.13,78.30
1985-05-09,39.77,79.20
1985-05-10,29.47,68.90
1985-05-11,43.47,82.90
1985-05-12,30.77,70.20
1985-05-13,35.47,74.90
1985-05-14,23.28,62.10
1985-05-15,49.30,49.30
1985-05-16,-17.67,51.30
1985-05-17,-17.37,51.60
1985-05-18,-18.97,50.00
1985-05-19,-18.87,50.10
1985-05-20,-10.87,58.10
1985-05-21,-24.18,51.70
1985-05-22,-31.98,43.90
1985-05-23,20.99,58.80
1985-05-24,42.59,80.40
1985-05-25,-40.76,77.50
1985-05-26,-42.76,75.50
1985-05-27,-42.56,75.70
1985-05-28,-3.27,115.00
