Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Tailwater Elevation (ft)
DWQI,1999-05-05,7.95,0.0,0.0,12.2,,6.64,741.35,752.5,101.5,,977.59
DWQI,1999-05-06,7.95,0.0,0.0,11.2,,6.95,735.63,752.63,102.32,,977.58
DWQI,1999-05-07,11.44,2.1,18.32,12.7,,6.72,738.69,779.71,105.55,,979.66
DWQI,1999-05-08,13.98,3.7,26.48,11.4,,6.52,738.42,802.46,108.67,,981.01
DWQI,1999-05-09,14.0,3.71,26.52,10.9,,6.13,738.29,800.04,108.36,,981.04
DWQI,1999-05-10,14.01,3.72,26.53,10.1,,6.31,738.85,801.04,108.42,,981.03
DWQI,1999-05-11,14.04,3.7,26.35,9.6,,6.32,736.18,798.88,108.52,,981.06
DWQI,1999-05-12,14.04,3.7,26.35,11.4,,6.5,732.43,797.04,108.82,,981.06
DWQI,1999-05-13,14.03,3.7,26.35,11.6,,6.57,733.65,798.25,108.81,,981.04
DWQI,1999-05-14,14.01,3.64,26.0,10.9,,6.68,733.91,798.13,108.75,,981.02
DWQI,1999-05-15,13.96,3.62,25.94,10.5,,6.78,736.24,798.83,108.5,,980.97
DWQI,1999-05-16,13.97,3.62,25.92,10.5,,6.94,736.6,799.96,108.6,,980.94
DWQI,1999-05-17,13.56,3.15,23.26,10.9,,6.93,734.81,794.67,108.15,,980.64
DWQI,1999-05-18,10.28,0.0,0.0,13.5,,7.39,734.09,753.38,102.63,,978.98
DWQI,1999-05-19,8.83,0.0,0.0,15.5,,7.47,735.29,754.71,102.64,,977.88
DWQI,1999-05-20,1.38,0.0,0.0,16.6,,8.32,734.51,808.38,110.06,,972.17
DWQI,1999-05-21,1.3,0.0,0.0,17.6,,8.28,737.64,831.5,112.72,,972.42
DWQI,1999-05-22,1.3,0.0,0.0,19.1,,7.85,741.12,830.21,112.02,,972.94
DWQI,1999-05-23,1.3,0.0,0.0,20.7,,7.6,738.08,827.88,112.17,,973.15
DWQI,1999-05-24,1.3,0.0,0.0,24.8,,7.32,733.11,826.58,112.76,,973.67
DWQI,1999-05-25,1.3,0.0,0.0,29.8,,7.14,734.31,823.5,112.15,,974.6
DWQI,1999-05-26,1.35,0.0,0.0,31.0,,7.06,739.3,812.17,109.85,,975.22
DWQI,1999-05-27,1.44,0.0,0.0,27.6,,7.01,735.55,792.54,107.75,,974.83
DWQI,1999-05-28,1.5,0.0,0.0,26.9,,7.18,733.18,779.96,106.38,,974.53
DWQI,1999-05-29,1.5,0.0,0.0,27.0,,7.33,733.3,780.58,106.45,,974.55
DWQI,1999-05-30,1.5,0.0,0.0,25.6,,7.46,735.87,781.42,106.19,,974.41
DWQI,1999-05-31,1.43,0.0,0.0,23.4,,7.53,733.33,784.42,106.97,,973.8
DWQI,1999-06-01,1.38,0.0,0.0,27.1,,7.71,728.86,796.71,109.31,,973.85
DWQI,1999-06-02,1.5,0.0,0.0,26.5,,7.41,730.4,766.38,104.93,,974.36
DWQI,1999-06-03,1.45,0.0,0.0,25.9,,7.37,731.87,770.75,105.31,,974.26
DWQI,1999-06-04,1.37,0.0,0.0,22.9,,7.86,731.97,789.04,107.8,,974.12
DWQI,1999-06-05,1.3,0.0,0.0,21.4,,7.99,731.57,800.21,109.38,,973.72
DWQI,1999-06-06,1.3,0.0,0.0,20.5,,7.94,735.96,807.38,109.7,,973.49
DWQI,1999-06-07,1.33,0.0,0.0,18.2,,7.95,735.15,804.33,109.41,,973.18
DWQI,1999-06-08,1.4,0.0,0.0,17.5,,7.62,736.14,794.33,107.9,,972.95
DWQI,1999-06-09,1.4,0.0,0.0,15.8,,7.7,737.66,790.46,107.16,,972.7
DWQI,1999-06-10,1.4,0.0,0.0,14.4,,7.95,735.82,802.33,109.04,,972.41
DWQI,1999-06-11,1.4,0.0,0.0,14.3,,8.0,736.68,801.25,108.77,,972.27
DWQI,1999-06-12,1.4,0.0,0.0,14.8,,8.03,737.33,802.92,108.9,,972.37
DWQI,1999-06-13,1.4,0.0,0.0,16.1,,8.0,736.76,798.79,108.42,,972.64
DWQI,1999-06-14,1.34,0.0,0.0,16.4,,8.03,734.87,799.25,108.76,,972.99
DWQI,1999-06-15,1.3,0.0,0.0,22.3,,8.04,729.67,805.21,110.36,,973.58
DWQI,1999-06-16,1.35,0.0,0.0,25.8,,7.89,731.28,798.33,109.17,,974.22
DWQI,1999-06-17,1.4,0.0,0.0,27.2,,7.68,732.07,791.88,108.17,,974.44
DWQI,1999-06-18,1.35,0.0,0.0,25.4,,7.8,731.78,790.58,108.04,,974.17
DWQI,1999-06-19,1.4,0.0,0.0,22.8,,7.8,734.82,788.17,107.26,,973.99
DWQI,1999-06-20,1.4,0.0,0.0,20.4,,7.69,731.68,785.04,107.3,,973.62
DWQI,1999-06-21,1.4,0.0,0.0,19.8,,7.73,730.53,789.75,108.1,,973.35
DWQI,1999-06-22,1.31,0.0,0.0,18.6,,7.95,733.41,805.71,109.86,,973.03
DWQI,1999-06-23,1.3,0.0,0.0,16.6,,8.02,734.0,807.71,110.04,,972.78
DWQI,1999-06-24,1.3,0.0,0.0,15.8,,8.15,728.05,808.5,111.05,,972.53
DWQI,1999-06-25,1.35,0.0,0.0,20.2,,8.0,732.17,801.46,109.47,,972.78
DWQI,1999-06-26,1.4,0.0,0.0,16.3,,8.21,734.14,801.71,109.2,,972.61
DWQI,1999-06-27,1.4,0.0,0.0,14.0,,8.26,735.83,819.33,111.35,,972.1
DWQI,1999-06-28,1.45,0.0,0.0,13.0,,7.92,736.51,820.71,111.43,,971.99
DWQI,1999-06-29,1.5,0.0,0.0,12.1,,9.03,734.33,810.08,110.31,,971.97
DWQI,1999-06-30,1.5,0.0,0.0,12.3,,11.61,731.68,795.96,108.78,,972.04
DWQI,1999-07-01,1.5,0.0,0.0,12.1,,10.92,729.63,796.5,109.17,,972.0
DWQI,1999-07-02,1.5,0.0,0.0,11.7,,11.1,729.23,790.88,108.45,,971.92
DWQI,1999-07-03,1.5,0.0,0.0,11.2,,11.19,729.72,787.71,107.95,,971.87
DWQI,1999-07-04,1.5,0.0,0.0,9.8,,10.8,734.79,785.79,106.94,,971.81
DWQI,1999-07-05,1.5,0.0,0.0,9.3,,10.73,739.98,789.63,106.71,,971.8
DWQI,1999-07-06,1.47,0.0,0.0,9.1,,11.95,733.33,807.79,110.18,,971.65
DWQI,1999-07-07,1.47,0.0,0.0,9.4,,11.89,733.78,817.29,111.39,,971.61
DWQI,1999-07-08,1.5,0.0,0.0,8.9,,11.55,740.39,794.54,107.31,,971.7
DWQI,1999-07-09,1.5,0.0,0.0,8.8,,10.73,739.15,791.92,107.14,,971.65
DWQI,1999-07-10,1.5,0.0,0.0,8.5,,10.94,738.53,791.92,107.23,,971.64
DWQI,1999-07-11,1.5,0.0,0.0,8.7,,11.09,737.73,793.04,107.5,,971.64
DWQI,1999-07-12,1.5,0.0,0.0,8.6,,11.23,735.09,791.96,107.74,,971.59
DWQI,1999-07-13,1.5,0.0,0.0,8.2,,11.03,730.97,788.33,107.85,,971.54
DWQI,1999-07-14,1.5,0.0,0.0,7.4,,10.95,730.08,787.38,107.85,,971.54
DWQI,1999-07-15,3.32,0.0,0.0,7.0,,11.1,733.94,781.04,106.42,,973.56
DWQI,1999-07-16,6.45,0.0,0.0,6.1,,10.7,731.62,761.25,104.05,,976.5
DWQI,1999-07-17,9.05,0.0,0.0,4.8,,10.22,732.9,756.63,103.24,,978.43
DWQI,1999-07-18,9.72,0.56,5.74,5.2,,10.23,737.63,760.58,103.11,,978.81
DWQI,1999-07-19,13.1,3.6,27.46,4.4,,10.45,735.06,799.75,108.81,,980.74
DWQI,1999-07-20,13.95,4.42,31.7,2.7,,10.78,731.22,815.79,111.57,,981.22
DWQI,1999-07-21,13.62,4.08,29.95,4.9,,10.41,734.61,811.13,110.42,,981.08
DWQI,1999-07-22,13.45,3.9,28.99,4.0,,10.66,736.08,811.79,110.29,,980.87
DWQI,1999-07-23,13.28,3.7,27.9,3.7,,9.95,734.22,809.58,110.27,,980.6
DWQI,1999-07-24,12.87,3.3,25.61,3.6,,9.51,733.5,813.46,110.9,,980.48
DWQI,1999-07-25,12.73,3.12,24.52,3.6,,9.87,736.97,813.13,110.33,,980.42
DWQI,1999-07-26,12.76,3.2,25.07,3.4,,10.58,734.36,803.92,109.47,,980.24
DWQI,1999-07-27,12.79,3.2,25.02,3.4,,10.88,730.84,801.38,109.65,,980.26
DWQI,1999-07-28,12.77,3.19,24.97,3.1,,10.69,731.53,801.79,109.61,,980.31
DWQI,1999-07-29,12.8,3.18,24.87,2.5,,10.01,732.49,809.63,110.53,,980.52
DWQI,1999-07-30,12.64,3.02,23.9,2.6,,9.14,733.97,810.04,110.37,,980.43
DWQI,1999-07-31,17.9,8.31,46.43,2.3,,9.44,732.73,859.21,117.26,,982.98
DWQI,1999-08-01,18.98,9.26,48.77,2.3,,9.2,732.75,865.75,118.15,,983.3
DWQI,1999-08-02,19.05,9.28,48.71,2.1,,9.22,733.9,865.42,117.92,,983.22
DWQI,1999-08-03,18.92,9.18,48.51,2.6,,9.4,735.3,865.38,117.69,,983.18
DWQI,1999-08-04,19.12,9.19,48.08,2.5,,9.23,734.63,867.25,118.05,,983.4
DWQI,1999-08-05,18.98,9.03,47.6,1.7,,8.69,730.25,864.96,118.45,,983.44
DWQI,1999-08-06,18.97,9.02,47.56,1.9,,8.77,728.39,864.54,118.69,,983.44
DWQI,1999-08-07,18.99,9.02,47.51,2.1,,8.93,733.07,867.17,118.29,,983.44
DWQI,1999-08-08,18.99,9.02,47.51,2.7,,9.09,736.27,867.67,117.85,,983.42
DWQI,1999-08-09,17.14,7.23,42.18,2.2,,9.28,733.18,857.13,116.9,,982.56
DWQI,1999-08-10,17.05,7.02,41.14,2.0,,8.48,728.72,848.42,116.43,,982.54
DWQI,1999-08-11,15.59,5.54,35.53,2.0,,8.31,731.4,833.21,113.92,,981.86
DWQI,1999-08-12,15.04,4.96,32.96,2.5,,8.41,734.65,826.08,112.45,,981.65
DWQI,1999-08-13,14.23,4.13,29.01,1.8,,8.57,734.34,809.79,110.27,,981.14
DWQI,1999-08-14,12.9,3.0,23.26,3.0,,8.74,733.66,786.17,107.16,,980.41
DWQI,1999-08-15,13.17,3.0,22.78,2.4,,8.7,735.57,786.0,106.86,,980.5
DWQI,1999-08-16,13.04,2.81,21.54,2.4,,8.85,738.12,783.17,106.1,,980.38
DWQI,1999-08-17,12.85,3.24,25.19,1.9,,8.21,737.36,797.08,108.1,,980.3
DWQI,1999-08-18,12.95,2.77,21.39,1.9,,8.43,732.0,781.75,106.8,,980.37
DWQI,1999-08-19,12.58,2.32,18.46,1.9,,8.51,733.42,773.42,105.45,,980.13
DWQI,1999-08-20,12.58,2.26,17.96,1.8,,8.55,732.9,771.54,105.27,,980.09
DWQI,1999-08-21,12.55,2.22,17.7,1.6,,8.62,735.45,771.46,104.9,,980.07
DWQI,1999-08-22,12.59,2.22,17.64,1.9,,8.65,736.68,771.63,104.74,,980.07
DWQI,1999-08-23,10.13,0.21,2.06,1.2,,8.05,732.75,749.88,102.34,,979.02
DWQI,1999-08-24,10.03,0.0,0.0,1.2,,8.08,731.94,746.54,102.0,,978.98
DWQI,1999-08-25,10.05,0.0,0.0,1.2,,8.09,732.77,746.42,101.86,,978.99
DWQI,1999-08-26,10.05,0.0,0.0,1.3,,8.08,733.34,746.33,101.77,,978.99
DWQI,1999-08-27,10.1,0.0,0.0,1.1,,8.14,730.97,745.67,102.01,,978.99
DWQI,1999-08-28,10.01,0.0,0.0,1.0,,8.2,731.84,745.54,101.87,,978.97
DWQI,1999-08-29,10.03,0.0,0.0,0.8,,8.21,729.83,745.21,102.11,,978.98
DWQI,1999-08-30,7.88,0.0,0.0,1.3,,8.22,730.77,745.13,101.97,,977.34
DWQI,1999-08-31,7.81,0.0,0.0,1.4,,8.1,737.92,746.25,101.13,,977.38
DWQI,1999-09-01,7.83,0.0,0.0,1.2,,8.2,735.42,748.33,101.76,,977.5
DWQI,1999-09-02,7.84,0.0,0.0,1.1,,10.3,733.93,747.17,101.8,,977.52
DWQI,1999-09-03,7.86,0.0,0.0,1.0,,8.43,735.02,746.17,101.52,,977.45
DWQI,1999-09-04,7.9,0.0,0.0,1.1,,8.4,735.36,744.79,101.28,,977.36
DWQI,1999-09-05,7.92,0.0,0.0,0.7,,8.44,731.75,744.08,101.69,,977.38
DWQI,1999-09-06,2.69,0.0,0.0,1.5,,8.43,734.33,747.67,101.82,,972.76
DWQI,1999-09-07,2.36,0.0,0.0,1.3,,8.4,739.39,748.5,101.23,,972.54
DWQI,1999-09-08,2.38,0.0,0.0,1.3,,8.6,736.95,747.79,101.47,,972.54
DWQI,1999-09-09,2.4,0.0,0.0,1.0,,8.52,732.17,746.71,101.99,,972.54
DWQI,1999-09-10,2.38,0.0,0.0,1.1,,8.54,734.4,747.29,101.76,,972.54
DWQI,1999-09-11,2.39,0.0,0.0,1.2,,8.56,738.85,747.46,101.17,,972.54
DWQI,1999-09-12,2.4,0.0,0.0,1.1,,8.55,740.55,747.63,100.96,,972.54
DWQI,1999-09-13,2.36,0.0,0.0,1.0,,8.64,738.2,749.25,101.5,,972.53
DWQI,1999-09-14,1.5,0.0,0.0,1.2,,8.76,735.12,775.46,105.49,,971.46
DWQI,1999-09-15,1.5,0.0,0.0,1.0,,8.77,732.5,775.92,105.93,,971.46
DWQI,1999-09-16,1.5,0.0,0.0,0.9,,8.77,731.73,775.63,106.0,,971.46
DWQI,1999-09-17,1.5,0.0,0.0,1.2,,8.72,734.34,776.17,105.7,,971.47
DWQI,1999-09-18,1.5,0.0,0.0,1.0,,8.71,733.5,776.17,105.82,,971.46
DWQI,1999-09-19,1.5,0.0,0.0,1.1,,8.75,733.03,775.75,105.83,,971.46
DWQI,1999-09-20,1.5,0.0,0.0,1.0,,8.81,736.34,784.33,106.52,,971.5
DWQI,1999-09-21,1.5,0.0,0.0,1.2,,8.81,736.36,784.88,106.59,,971.46
DWQI,1999-09-22,1.5,0.0,0.0,0.8,,8.84,734.62,783.13,106.6,,971.47
DWQI,1999-09-23,1.51,0.0,0.0,0.7,,8.88,731.15,781.79,106.93,,971.47
DWQI,1999-09-24,1.5,0.0,0.0,1.0,,8.68,733.77,780.75,106.4,,971.47
DWQI,1999-09-25,1.51,0.0,0.0,0.7,,8.58,733.94,773.0,105.32,,971.47
DWQI,1999-09-26,1.5,0.0,0.0,1.2,,8.33,740.39,775.83,104.79,,971.47
DWQI,1999-09-27,1.51,0.0,0.0,1.4,,8.81,742.8,777.88,104.7,,971.41
DWQI,1999-09-28,1.49,0.0,0.0,1.2,,8.93,746.25,790.04,105.87,,971.22
DWQI,1999-09-29,1.5,0.0,0.0,1.3,,8.88,739.2,784.71,106.16,,971.28
DWQI,1999-09-30,1.5,0.0,0.0,1.1,,8.86,735.66,783.92,106.56,,971.28
DWQI,1999-10-01,1.5,0.0,0.0,1.1,,8.76,737.26,783.96,106.33,,971.28
DWQI,1999-10-02,1.5,0.0,0.0,1.1,,8.65,737.07,783.13,106.25,,971.28
