date,outflow (m3/d),inflow (m3/d),spill (m3/d),avg water temperature (C),elevation (m)
1999-05-16,215836539.49439996,207224607.74400002,161204597.4528,11.45,133.44144
1999-05-17,210062630.7072,211873093.63199997,142341531.03359997,11.36,133.41096000000002
1999-05-18,206490636.28800002,202820779.00800002,136469759.38560003,11.16,133.392672
1999-05-19,216888565.24800003,224839922.68800002,147479331.2256,11.4,133.39572
1999-05-20,230051120.0256,229733065.72800002,172654552.1664,11.55,133.429248
1999-05-21,242332909.05599996,212117750.784,160348297.42080003,11.9,133.40181600000003
1999-05-22,283068324.86399996,285759553.536,157143288.72959998,12.04,133.42315200000002
1999-05-23,285686156.3904,289429410.816,170256912.0768,12.29,133.38048
1999-05-24,318665940.48,324415383.552,178917775.25759998,12.71,133.450584
1999-05-25,383695811.4816,378239956.992,197780841.6768,12.96,133.359144
1999-05-26,429348836.04480004,450658473.9839999,253954123.776,13.31,133.47801600000003
1999-05-27,493033092.71040004,472677617.664,312867565.9776,13.63,133.38048
1999-05-28,392797057.53599995,395121300.47999996,221781708.28800002,13.55,133.42315200000002
1999-05-29,389934568.8576,391451443.2,200105084.62080005,13.43,133.38657600000002
1999-05-30,423966378.70079994,425703444.47999996,234577277.33759996,13.21,133.383528
1999-05-31,432627241.8816001,432309187.58399993,233060402.99519998,12.75,133.359144
1999-06-01,417213841.3056,416895787.008,218332042.4448,12.48,133.45668
1999-06-02,437446987.776,436713016.32,248889720.7296,12.26,133.42315200000002
1999-06-03,415281049.80480003,411268672.51199996,230956351.488,12.29,133.42315200000002
1999-06-04,381518362.8288,385090357.24799997,236828123.13599998,12.41,133.40181600000003
1999-06-05,378558011.2896,372857499.648,207200142.02879998,12.46,133.404864
1999-06-06,360698039.1936,362337242.112,184226835.456,12.62,133.43839200000002
1999-06-07,346483458.6624,346434527.232,172385429.29919997,12.62,133.331712
1999-06-08,349052358.7584,350838355.96799994,169938857.7792,12.34,133.343904
1999-06-09,320182814.8224,325394012.15999997,180972895.3344,12.11,133.4262
1999-06-10,305234262.8352,303619525.632,166538123.36639997,12.11,133.389624
1999-06-11,279936713.31839997,277685867.52000004,165730754.76479998,12.65,133.343904
1999-06-12,281526984.80639994,276217924.60800004,166587054.79680002,12.96,133.377432
1999-06-13,269000538.62399995,273282038.78400004,162966128.9472,12.96,133.420104
1999-06-14,293515185.2544,297503096.83199996,164091551.84639996,13.69,133.429248
1999-06-15,330385018.06079996,329553183.74399996,157901725.9008,13.71,133.392672
1999-06-16,362459570.688,365517785.08800006,178501858.09919998,14.17,133.407912
1999-06-17,388564488.80639994,383622414.336,170672829.23520002,14.68,133.41096000000002
1999-06-18,391867360.3584,395855271.93600005,172850277.888,15.13,133.377432
1999-06-19,407452020.94079995,412002643.968,187872227.0208,15.34,133.404864
1999-06-20,426143827.3536,415427844.0960001,208594687.79520002,15.23,133.392672
1999-06-21,376307165.4912,381420499.96800005,187994555.5968,15.15,133.41096000000002
1999-06-22,364416827.904,360624642.04800004,171700389.2736,15.01,133.39876800000002
1999-06-23,338874621.2352,341541384.192,159981311.6928,15.16,133.392672
1999-06-24,308439271.52639997,303864182.784,155039237.2224,15.1,133.34695200000002
1999-06-25,299558216.9088,301662268.41599995,157045425.86879998,15.04,133.414008
1999-06-26,306726671.4624,307289382.912,159712188.8256,15.2,133.389624
1999-06-27,270199358.6688,262272466.94400004,160201503.1296,15.38,133.36219200000002
1999-06-28,247201586.3808,254932752.384,163920291.84000003,15.5,133.368288
1999-06-29,220313765.376,220680751.104,138157893.7344,15.53,133.392672
1999-06-30,230858488.6272,229488408.57599998,110022321.2544,15.68,133.368288
1999-07-01,221683845.4272,217255550.976,109802129.8176,15.86,133.389624
1999-07-02,209695644.97919998,211873093.63199997,139503508.0704,15.96,133.38048
1999-07-03,178452926.66879997,181046292.48,140531068.10880002,15.93,133.435344
1999-07-04,185792641.2288,179823006.72,148115439.8208,15.99,133.38048
1999-07-05,153375568.5888,157559205.888,126316487.57760002,16.21,133.404864
1999-07-06,169938857.7792,160495091.71199998,127148321.8944,16.68,133.429248
1999-07-07,143662679.65440002,150953462.784,119466087.3216,16.59,133.36524
1999-07-08,152837322.8544,148996205.56800002,119270361.60000001,17.11,133.383528
1999-07-09,157803863.04,160250434.56,124187970.3552,17.21,133.371336
1999-07-10,146892154.0608,147528262.65600002,111563661.312,17.5,133.374384
1999-07-11,145595471.15519997,140433205.24800003,103049592.42239998,18.12,133.444488
1999-07-12,149754642.7392,141411833.856,100187103.74399999,18.42,133.371336
1999-07-13,134072119.29599999,138475948.03199998,95636480.7168,18.5,133.343904
1999-07-14,138622742.3232,144347719.68,108799035.49439998,18.31,133.377432
1999-07-15,142537256.75519997,140922519.55200002,109386212.65920001,18.5,133.36524
1999-07-16,137301593.7024,138720605.18400002,109117089.792,18.55,133.359144
1999-07-17,141167176.70400003,140922519.55200002,112689084.2112,18.25,133.36219200000002
1999-07-18,148213302.6816,152421405.69599998,127025993.31840001,18.39,133.36524
1999-07-19,142561722.4704,137986633.728,106254601.1136,18.99,133.39572
1999-07-20,133607270.70719999,139943890.944,106083341.1072,18.77,133.38048
1999-07-21,141142710.9888,138720605.18400002,111979578.47039999,19.19,133.43839200000002
1999-07-22,142806379.62240002,139209919.48799998,119735210.18879999,19.69,133.383528
1999-07-23,142586188.1856,146549634.048,120762770.2272,19.88,133.377432
1999-07-24,129350236.2624,125509118.976,103979289.60000001,20.16,133.368288
1999-07-25,131723410.63680002,131870204.92799999,105691889.664,20.36,133.39876800000002
1999-07-26,126977061.888,126732404.73599999,95489686.42559999,20.58,133.38657600000002
1999-07-27,135173076.48,137008005.11999997,105716355.3792,20.73,133.383528
1999-07-28,115991955.76319999,114010232.832,86951151.82079999,21.11,133.353048
1999-07-29,110413772.69759999,108383118.336,85630003.19999999,21.1,133.36524
1999-07-30,128322676.22399999,129668290.56,111637058.45760001,21.17,133.383528
1999-07-31,126659007.5904,129423633.40799999,105985478.2464,21.07,133.371336
1999-08-01,130475659.16160001,126243090.432,106988572.5696,21.11,133.39572
1999-08-02,128934319.104,132359519.232,104933452.49279998,20.96,133.407912
1999-08-03,136053842.2272,133338147.83999999,113838972.82560001,21.13,133.407912
1999-08-04,109190486.93760002,113276261.376,90694406.2464,21.2,133.414008
1999-08-05,128029087.6416,122573233.15200001,101777375.232,21.21,133.40181600000003
1999-08-06,108089529.7536,111563661.312,83892937.4208,21.34,133.42315200000002
1999-08-07,117704555.82720001,118414061.56799999,99942446.59200001,21.4,133.444488
1999-08-08,124701750.3744,117680090.112,100015843.73760001,21.36,133.368288
1999-08-09,93728154.93120001,101043403.776,76895742.8736,21.35,133.368288
1999-08-10,113105001.3696,114744204.28799999,97006560.76799998,21.45,133.404864
1999-08-11,99624392.29439999,96150260.736,80614531.584,21.38,133.450584
1999-08-12,104395206.75840001,99330803.712,85483208.90879999,21.47,133.407912
1999-08-13,100015843.73760001,105447232.51200001,75183142.8096,21.36,133.404864
1999-08-14,95245029.2736,93459032.064,77776508.6208,21.05,133.34695200000002
1999-08-15,109043692.6464,111319004.16,90156160.51200001,20.76,133.374384
1999-08-16,108480981.19680001,102266689.53599998,87416000.40959999,20.57,133.38657600000002
1999-08-17,99771186.5856,107404489.72799999,81715488.76799999,20.63,133.4262
1999-08-18,106132272.53760001,103245318.14400001,87734054.70719999,20.59,133.432296
1999-08-19,98817023.6928,93214374.912,72614242.71360001,20.39,133.404864
1999-08-20,98425572.2496,103245318.14400001,81813351.62879999,20.7,133.389624
1999-08-21,104077152.46079999,101043403.776,87831917.56799999,20.45,133.38048
1999-08-22,93777086.3616,88076574.72,76235168.5632,20.62,133.31952
1999-08-23,87367068.9792,93703689.216,68577399.70560001,20.53,133.414008
1999-08-24,90718871.9616,91501774.848,73959857.0496,20.33,133.432296
1999-08-25,90400817.664,90033831.93599999,72442982.7072,20.31,133.414008
1999-08-26,90596543.3856,88321231.87200001,71611148.39039999,20.65,133.444488
1999-08-27,83990800.2816,86363974.65599999,66302088.19200001,20.49,133.417056
1999-08-28,93238840.62719998,90767803.39199999,74718294.2208,20.5,133.383528
1999-08-29,72956762.7264,76822345.728,53359724.85119999,20.28,133.377432
1999-08-30,76626620.0064,77311660.032,60870699.4176,20.34,133.404864
1999-08-31,66302088.19200001,70216602.62400001,48980361.8304,20.26,133.39876800000002
1999-09-01,80785791.59040001,78534945.792,10887243.264,20.13,133.444488
1999-09-02,51842850.5088,60185659.392000005,0.0,19.97,133.731
1999-09-03,64834145.28,79024260.09599999,0.0,19.57,133.983984
1999-09-04,74449171.3536,72663174.144,0.0,19.56,134.029704
1999-09-05,54362819.174399994,53824573.44,0.0,19.48,133.962648
1999-09-06,51940713.369600005,49176087.552,0.0,19.39,133.77672
1999-09-07,31976689.766400002,35230629.888000004,0.0,19.39,133.904736
1999-09-08,41762975.84640001,43793630.208000004,0.0,19.41,133.965696
1999-09-09,55316982.0672,55047859.199999996,0.0,19.37,133.968744
1999-09-10,55414844.927999996,55781830.656,0.0,19.3,133.9596
1999-09-11,54998927.7696,57494430.72,0.0,19.49,133.97484
1999-09-12,43964890.21439999,42325687.296000004,0.0,19.31,133.91388
1999-09-13,49616470.42560001,51867316.224,0.0,19.21,133.953504
1999-09-14,64051242.3936,63121545.216,0.0,19.33,134.00532
1999-09-15,53066136.268800005,57249773.567999996,0.0,19.42,134.01141600000003
1999-09-16,63464065.228800006,57249773.567999996,0.0,19.39,133.968744
1999-09-17,54338353.4592,56271144.96000001,0.0,19.37,133.97484
1999-09-18,51157810.483200006,51133344.76799999,0.0,19.32,133.965696
1999-09-19,42154427.28960001,39634458.624,0.0,19.32,133.871208
1999-09-20,39022815.744,41102401.536000006,0.0,19.32,133.904736
1999-09-21,69556028.31359999,70950574.08000001,0.0,19.27,133.892544
1999-09-22,54729804.9024,50644030.463999994,0.0,19.37,133.91997600000002
1999-09-23,53506519.14240001,55781830.656,0.0,19.24,133.950456
1999-09-24,52601287.68,53579916.287999995,0.0,18.99,133.901688
1999-09-25,69702822.60479999,66546745.344,0.0,18.77,133.877304
1999-09-26,53995833.4464,57005116.416,0.0,18.47,133.86816000000002
1999-09-27,49078224.691199996,36698572.800000004,0.0,18.29,133.813296
1999-09-28,48784636.1088,57494430.72,0.0,18.07,133.76148
1999-09-29,43720233.062400006,47708144.64000001,0.0,17.86,133.97484
1999-09-30,53849039.155200005,55537173.50399999,0.0,17.61,133.926072
1999-10-01,58424127.897599995,57739087.872,0.0,17.49,133.97484
1999-10-02,69458165.4528,61898259.456,0.0,17.37,133.834632
1999-10-03,49543073.28,56760459.264,0.0,17.19,133.91997600000002
1999-10-04,49616470.42560001,49910059.007999994,0.0,17.1,133.923024
1999-10-05,68895454.0032,67525373.952,0.0,16.99,133.980936
1999-10-06,63243873.792,62876888.063999996,0.0,16.88,133.983984
1999-10-07,64051242.3936,64344830.976,0.0,16.72,133.93216800000002
1999-10-08,70216602.62400001,67280716.8,0.0,16.58,133.947408
1999-10-09,59843139.3792,62387573.76,0.0,16.48,133.91388
1999-10-10,73225885.5936,73886459.90399998,0.0,16.38,133.904736
1999-10-11,56711527.8336,58473059.327999994,0.0,16.38,133.94436000000002
1999-10-12,64565022.4128,59207030.783999994,0.0,16.3,133.97179200000002
1999-10-13,58448593.6128,61164288.0,0.0,16.21,133.93521600000003
1999-10-14,65617048.16640001,65812773.888,0.0,16.17,133.950456
1999-10-15,66057431.04,62632230.912,0.0,16.0,133.950456
1999-10-16,63121545.216,68259345.40799999,0.0,15.81,133.941312
1999-10-17,59843139.3792,61164288.0,0.0,15.73,133.97484
1999-10-18,51720521.9328,49420744.703999996,0.0,15.6,133.962648
1999-10-19,51084413.33759999,47952801.792,0.0,15.37,133.987032
1999-10-20,48906964.68479999,50888687.616,0.0,15.18,133.993128
1999-10-21,53066136.268800005,55292516.352000006,0.0,14.95,134.00836800000002
1999-10-22,58668785.0496,58473059.327999994,0.0,14.8,133.99617600000002
1999-10-23,37628269.9776,34741315.584,0.0,14.7,133.968744
1999-10-24,60748370.84159999,57494430.72,0.0,14.66,133.950456
1999-10-25,39830184.3456,48686773.247999996,0.0,14.54,133.983984
1999-10-26,57005116.416,56271144.96000001,0.0,14.42,133.968744
1999-10-27,51989644.800000004,49910059.007999994,0.0,14.16,133.968744
1999-10-28,51867316.224,52845944.832,0.0,13.87,133.97484
1999-10-29,60063330.816,61164288.0,0.0,13.61,133.993128
1999-10-30,68650796.8512,63366202.36799999,0.0,13.53,133.953504
1999-10-31,61041959.423999995,57983745.024,0.0,13.38,133.980936
1999-11-01,59818673.664,57983745.024,0.0,13.11,133.886448
1999-11-02,38753692.8768,40123772.927999996,0.0,12.93,133.871208
1999-11-03,73543939.89119999,73641802.752,0.0,12.79,133.938264
1999-11-04,48417650.3808,47952801.792,0.0,12.62,133.907784
1999-11-05,45359435.9808,49910059.007999994,0.0,12.55,133.93521600000003
1999-11-06,59745276.518400006,55292516.352000006,0.0,12.42,133.965696
1999-11-07,62632230.912,59941002.24,0.0,12.27,133.968744
1999-11-08,54998927.7696,59207030.783999994,0.0,12.13,133.910832
1999-11-09,57959279.308800004,58962373.63200001,0.0,12.06,133.965696
1999-11-10,53751176.29439999,53579916.287999995,0.0,12.04,133.94436000000002
1999-11-11,52527890.53439999,52111973.376,0.0,12.0,133.94436000000002
1999-11-12,61090890.854399994,58717716.48,0.0,12.0,133.980936
1999-11-13,55121256.3456,60185659.392000005,0.0,12.16,133.9596
1999-11-14,48491047.5264,45506230.272,0.0,12.19,133.965696
1999-11-15,48026198.9376,46484858.88,0.0,12.12,133.95655200000002
1999-11-16,61629136.588800006,62632230.912,0.0,12.01,133.97484
1999-11-17,54680873.472,57494430.72,0.0,11.93,134.0358
1999-11-18,47194364.620799996,48931430.4,0.0,11.84,133.92912
1999-11-19,70094274.048,63610859.52,0.0,11.71,133.965696
1999-11-20,65959568.17920001,65568116.73600001,0.0,11.46,133.941312
1999-11-21,56393473.536,51867316.224,0.0,11.15,133.734048
1999-11-22,57396567.8592,65323459.584,0.0,10.88,133.938264
1999-11-23,41322592.9728,36943229.95199999,0.0,10.64,133.831584
1999-11-24,56907253.5552,57494430.72,0.0,10.54,133.85596800000002
1999-11-25,40980072.96000001,40368430.08,0.0,10.45,133.80415200000002
1999-11-26,59769742.233600006,61898259.456,0.0,10.38,133.968744
1999-11-27,104077152.46079999,99820118.01599999,0.0,10.12,133.71576000000002
1999-11-28,80614531.584,79758231.552,0.0,9.85,133.657848
1999-11-29,78412617.216,78290288.64,0.0,9.74,133.660896
1999-11-30,53946902.016,57005116.416,0.0,9.69,133.724904
1999-12-01,59280427.9296,55537173.50399999,0.0,9.56,133.834632
1999-12-02,60112262.2464,64344830.976,0.0,9.39,133.91388
1999-12-03,76651085.72159998,79024260.09599999,0.0,9.13,133.91997600000002
1999-12-04,52625753.3952,48197458.944,0.0,8.92,133.82244
1999-12-05,55586104.93439999,58717716.48,0.0,8.79,133.93216800000002
1999-12-06,63439599.5136,64344830.976,0.0,8.65,133.849872
1999-12-07,61164288.0,56760459.264,0.0,8.47,133.8834
1999-12-08,54680873.472,57249773.567999996,0.0,8.3,133.88035200000002
1999-12-09,47732610.3552,47218830.336,0.0,8.14,133.83768
1999-12-10,54411750.60479999,59207030.783999994,0.0,7.99,133.947408
1999-12-11,61629136.588800006,58228402.176,0.0,7.98,133.877304
1999-12-12,55512707.7888,52601287.68,0.0,7.92,133.877304
1999-12-13,68944385.4336,69482631.168,0.0,7.83,133.907784
1999-12-14,71439888.384,77556317.184,0.0,7.8,133.89559200000002
1999-12-15,76014977.1264,75843717.12,0.0,7.75,133.965696
1999-12-16,78363685.78559999,68504002.55999999,0.0,7.78,133.89559200000002
1999-12-17,80932585.88159999,78779602.944,0.0,7.69,133.828536
1999-12-18,75892648.5504,86119317.50400001,0.0,7.56,133.816344
1999-12-19,110707361.28,102266689.53599998,0.0,7.44,133.8072
1999-12-20,81054914.45760001,85140688.896,0.0,7.32,133.865112
1999-12-21,84773703.168,85385346.048,0.0,7.21,133.813296
1999-12-22,96884232.19200002,95660946.432,0.0,7.78,133.788912
1999-12-23,89520051.9168,91012460.544,0.0,6.67,133.77976800000002
1999-12-24,43206453.04319999,48686773.247999996,0.0,6.67,133.8834
1999-12-25,59255962.21439999,58228402.176,0.0,6.67,133.901688
1999-12-26,49665401.856,44282944.512,0.0,6.11,133.874256
1999-12-27,88468026.16319998,81470831.616,0.0,5.89,133.79196000000002
1999-12-28,75501197.1072,71195231.23200001,0.0,5.8,133.599936
1999-12-29,65714911.0272,68504002.55999999,0.0,5.7,133.606032
1999-12-30,28013243.903999995,34496658.432,0.0,5.6,133.85901600000003
1999-12-31,34545589.862399995,39145144.32,0.0,5.81,133.846824
2000-01-01,50154716.16,51378001.919999994,0.0,5.4,133.89864
2000-01-02,53530984.8576,55781830.656,0.0,5.33,133.892544
2000-01-03,67280716.8,66302088.19200001,0.0,5.19,133.916928
2000-01-04,79440177.2544,75599059.968,0.0,5.14,133.926072
2000-01-05,67672168.24319999,68993316.864,0.0,5.0,133.877304
2000-01-06,96321520.74239998,87342603.264,0.0,4.84,133.916928
2000-01-07,75917114.2656,81226174.464,0.0,4.75,133.749288
2000-01-08,74547034.21440001,77556317.184,0.0,4.79,133.91388
2000-01-09,103441043.8656,100064775.16800001,0.0,4.73,133.8072
2000-01-10,79709300.1216,79268917.248,0.0,4.58,133.752336
2000-01-11,89153066.1888,90033831.93599999,0.0,4.53,133.77976800000002
2000-01-12,97398012.21120001,98596832.25599998,0.0,4.43,133.86816000000002
2000-01-13,99746720.87040001,98107517.95199999,0.0,4.36,133.904736
2000-01-14,85581071.76959999,87342603.264,0.0,4.33,133.8834
2000-01-15,93997277.7984,92235746.30400002,0.0,4.27,133.810248
2000-01-16,79464642.96959999,83183431.67999999,0.0,4.29,133.889496
