Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
DWR,1999-04-18,10.24,0.0,0.0,11.7,5.56,5.56,,,,,1445.74
DWR,1999-04-19,10.25,0.0,0.0,16.2,5.56,5.56,,,,,1446.51
DWR,1999-04-20,10.31,0.0,0.0,18.1,5.56,5.56,,,,,1448.06
DWR,1999-04-21,12.61,2.29,18.13,16.2,5.56,5.56,,,,,1449.43
DWR,1999-04-22,14.05,3.62,25.78,13.3,5.56,5.56,,,,,1449.66
DWR,1999-04-23,14.06,3.62,25.76,13.2,5.56,5.56,,,,,1449.53
DWR,1999-04-24,14.06,3.62,25.75,14.9,5.56,5.56,,,,,1449.5
DWR,1999-04-25,14.05,3.62,25.78,16.8,5.56,5.56,,,,,1449.89
DWR,1999-04-26,14.02,3.67,26.19,19.6,5.56,5.56,,,,,1450.81
DWR,1999-04-27,14.04,3.7,26.35,18.3,5.56,5.56,,,,,1451.93
DWR,1999-04-28,14.06,3.72,26.43,15.8,5.56,5.56,,,,,1452.59
DWR,1999-04-29,13.47,3.08,22.89,13.9,5.0,5.0,,,,,1452.79
DWR,1999-04-30,10.7,0.48,4.52,13.1,5.0,5.0,,,,,1453.17
DWR,1999-05-01,14.05,3.7,26.34,14.4,5.0,5.0,,,,,1453.42
DWR,1999-05-02,14.05,3.7,26.33,14.7,6.11,6.11,,,,,1453.52
DWR,1999-05-03,14.04,3.7,26.35,14.8,5.0,5.0,,,,,1453.68
DWR,1999-05-04,10.39,0.13,1.28,14.1,6.67,6.67,,,,,1454.19
DWR,1999-05-05,7.95,0.0,0.0,12.2,6.67,6.67,,,,,1455.08
DWR,1999-05-06,7.95,0.0,0.0,11.2,6.67,6.67,,,,,1455.88
DWR,1999-05-07,11.44,2.1,18.32,12.7,6.67,6.67,,,,,1456.48
DWR,1999-05-08,13.98,3.7,26.48,11.4,6.67,6.67,,,,,1456.18
DWR,1999-05-09,14.0,3.71,26.52,10.9,6.67,6.67,,,,,1455.57
DWR,1999-05-10,14.01,3.72,26.53,10.1,6.67,6.67,,,,,1454.83
DWR,1999-05-11,14.04,3.7,26.35,9.6,6.11,6.11,,,,,1453.92
DWR,1999-05-12,14.04,3.7,26.35,11.4,6.11,6.11,,,,,1453.14
DWR,1999-05-13,14.03,3.7,26.35,11.6,6.67,6.67,,,,,1452.65
DWR,1999-05-14,14.01,3.64,26.0,10.9,6.67,6.67,,,,,1452.05
DWR,1999-05-15,13.96,3.62,25.94,10.5,6.67,6.67,,,,,1451.34
DWR,1999-05-16,13.97,3.62,25.92,10.5,6.67,6.67,,,,,1450.58
DWR,1999-05-17,13.56,3.15,23.26,10.9,6.67,6.67,,,,,1449.88
DWR,1999-05-18,10.28,0.0,0.0,13.5,6.67,6.67,,,,,1449.94
DWR,1999-05-19,8.83,0.0,0.0,15.5,6.67,6.67,,,,,1450.9
DWR,1999-05-20,1.38,0.0,0.0,16.6,6.67,6.67,,,,,1453.44
DWR,1999-05-21,1.3,0.0,0.0,17.6,8.89,8.89,,,,,1456.79
DWR,1999-05-22,1.3,0.0,0.0,19.1,8.89,8.89,,,,,1460.41
DWR,1999-05-23,1.3,0.0,0.0,20.7,7.22,7.22,,,,,1464.28
DWR,1999-05-24,1.3,0.0,0.0,24.8,7.22,7.22,,,,,1468.7
DWR,1999-05-25,1.3,0.0,0.0,29.8,7.22,7.22,,,,,1474.09
DWR,1999-05-26,1.35,0.0,0.0,31.0,7.22,7.22,,,,,1480.11
DWR,1999-05-27,1.44,0.0,0.0,27.6,7.22,7.22,,,,,1485.61
DWR,1999-05-28,1.5,0.0,0.0,26.9,6.67,6.67,,,,,1490.49
DWR,1999-05-29,1.5,0.0,0.0,27.0,6.67,6.67,,,,,1495.17
DWR,1999-05-30,1.5,0.0,0.0,25.6,6.67,6.67,,,,,1499.62
DWR,1999-05-31,1.43,0.0,0.0,23.4,7.22,7.22,,,,,1503.56
DWR,1999-06-01,1.38,0.0,0.0,27.1,7.22,7.22,,,,,1507.5
DWR,1999-06-02,1.5,0.0,0.0,26.5,7.78,7.78,,,,,1511.68
DWR,1999-06-03,1.45,0.0,0.0,25.9,7.22,7.22,,,,,1515.62
DWR,1999-06-04,1.37,0.0,0.0,22.9,7.22,7.22,,,,,1519.16
DWR,1999-06-05,1.3,0.0,0.0,21.4,7.22,7.22,,,,,1522.31
DWR,1999-06-06,1.3,0.0,0.0,20.5,7.22,7.22,,,,,1525.27
DWR,1999-06-07,1.33,0.0,0.0,18.2,7.22,7.22,,,,,1527.94
DWR,1999-06-08,1.4,0.0,0.0,17.5,7.22,7.22,,,,,1530.35
DWR,1999-06-09,1.4,0.0,0.0,15.8,,,,,,,1532.6
DWR,1999-06-10,1.4,0.0,0.0,14.4,7.22,7.22,,,,,1534.58
DWR,1999-06-11,1.4,0.0,0.0,14.3,7.22,7.22,,,,,1536.43
DWR,1999-06-12,1.4,0.0,0.0,14.8,7.22,7.22,,,,,1538.32
DWR,1999-06-13,1.4,0.0,0.0,16.1,7.22,7.22,,,,,1540.34
DWR,1999-06-14,1.34,0.0,0.0,16.4,7.78,7.78,,,,,1542.61
DWR,1999-06-15,1.3,0.0,0.0,22.3,7.78,7.78,,,,,1545.33
DWR,1999-06-16,1.35,0.0,0.0,25.8,7.78,7.78,,,,,1548.52
DWR,1999-06-17,1.4,0.0,0.0,27.2,,,,,,,1552.02
DWR,1999-06-18,1.35,0.0,0.0,25.4,7.78,7.78,,,,,1555.46
DWR,1999-06-19,1.4,0.0,0.0,22.8,7.78,7.78,,,,,1558.55
DWR,1999-06-20,1.4,0.0,0.0,20.4,7.78,7.78,,,,,1561.29
DWR,1999-06-21,1.4,0.0,0.0,19.8,,,,,,,1563.75
DWR,1999-06-22,1.31,0.0,0.0,18.6,7.78,7.78,,,,,1566.07
DWR,1999-06-23,1.3,0.0,0.0,16.6,7.78,7.78,,,,,1568.14
DWR,1999-06-24,1.3,0.0,0.0,15.8,7.78,7.78,,,,,1570.02
DWR,1999-06-25,1.35,0.0,0.0,20.2,7.78,7.78,,,,,1572.1
DWR,1999-06-26,1.4,0.0,0.0,16.3,7.78,7.78,,,,,1574.21
DWR,1999-06-27,1.4,0.0,0.0,14.0,7.78,7.78,,,,,1575.87
DWR,1999-06-28,1.45,0.0,0.0,13.0,7.78,7.78,,,,,1577.32
DWR,1999-06-29,1.5,0.0,0.0,12.1,7.78,7.78,,,,,1578.65
DWR,1999-06-30,1.5,0.0,0.0,12.3,,,,,,,1579.92
DWR,1999-07-01,1.5,0.0,0.0,12.1,10.56,10.56,,,,,1581.17
DWR,1999-07-02,1.5,0.0,0.0,11.7,10.56,10.56,,,,,1582.42
DWR,1999-07-03,1.5,0.0,0.0,11.2,10.56,10.56,,,,,1583.51
DWR,1999-07-04,1.5,0.0,0.0,9.8,10.56,10.56,,,,,1584.54
DWR,1999-07-05,1.5,0.0,0.0,9.3,10.56,10.56,,,,,1585.43
DWR,1999-07-06,1.47,0.0,0.0,9.1,10.56,10.56,,,,,1586.3
DWR,1999-07-07,1.47,0.0,0.0,9.4,11.11,11.11,,,,,1587.17
DWR,1999-07-08,1.5,0.0,0.0,8.9,11.11,11.11,,,,,1588.04
DWR,1999-07-09,1.5,0.0,0.0,8.8,11.11,11.11,,,,,1588.87
DWR,1999-07-10,1.5,0.0,0.0,8.5,11.11,11.11,,,,,1589.68
DWR,1999-07-11,1.5,0.0,0.0,8.7,11.11,11.11,,,,,1590.46
DWR,1999-07-12,1.5,0.0,0.0,8.6,11.11,11.11,,,,,1591.25
DWR,1999-07-13,1.5,0.0,0.0,8.2,11.11,11.11,,,,,1592.0
DWR,1999-07-14,1.5,0.0,0.0,7.4,10.56,10.56,,,,,1592.7
DWR,1999-07-15,3.32,0.0,0.0,7.0,11.11,11.11,,,,,1593.27
DWR,1999-07-16,6.45,0.0,0.0,6.1,11.11,11.11,,,,,1593.43
DWR,1999-07-17,9.05,0.0,0.0,4.8,10.0,10.0,,,,,1593.1
DWR,1999-07-18,9.72,0.56,5.74,5.2,10.39,10.39,,,,,1592.68
DWR,1999-07-19,13.1,3.6,27.46,4.4,10.0,10.0,,,,,1591.95
DWR,1999-07-20,13.95,4.42,31.7,2.7,10.56,10.56,,,,,1590.86
DWR,1999-07-21,13.62,4.08,29.95,4.9,10.56,10.56,,,,,1589.77
DWR,1999-07-22,13.45,3.9,28.99,4.0,10.39,10.39,,,,,1588.7
DWR,1999-07-23,13.28,3.7,27.9,3.7,10.39,10.39,,,,,1587.64
DWR,1999-07-24,12.87,3.3,25.61,3.6,10.39,10.39,,,,,1586.57
DWR,1999-07-25,12.73,3.12,24.52,3.6,10.0,10.0,,,,,1585.53
DWR,1999-07-26,12.76,3.2,25.07,3.4,10.56,10.56,,,,,1584.48
DWR,1999-07-27,12.79,3.2,25.02,3.4,10.56,10.56,,,,,1583.4
DWR,1999-07-28,12.77,3.19,24.97,3.1,10.56,10.56,,,,,1582.31
DWR,1999-07-29,12.8,3.18,24.87,2.5,10.56,10.56,,,,,1581.15
DWR,1999-07-30,12.64,3.02,23.9,2.6,8.89,8.89,,,,,1579.96
DWR,1999-07-31,17.9,8.31,46.43,2.3,8.89,8.89,,,,,1578.45
DWR,1999-08-01,18.98,9.26,48.77,2.3,8.89,8.89,,,,,1576.45
DWR,1999-08-02,19.05,9.28,48.71,2.1,8.89,8.89,,,,,1574.4
DWR,1999-08-03,18.92,9.18,48.51,2.6,8.89,8.89,,,,,1572.36
DWR,1999-08-04,19.12,9.19,48.08,2.5,8.89,8.89,,,,,1570.31
DWR,1999-08-05,18.98,9.03,47.6,1.7,8.33,8.33,,,,,1568.17
DWR,1999-08-06,18.97,9.02,47.56,1.9,8.33,8.33,,,,,1565.98
DWR,1999-08-07,18.99,9.02,47.51,2.1,8.89,8.89,,,,,1563.75
DWR,1999-08-08,18.99,9.02,47.51,2.7,8.89,8.89,,,,,1561.58
DWR,1999-08-09,17.14,7.23,42.18,2.2,8.89,8.89,,,,,1559.47
DWR,1999-08-10,17.05,7.02,41.14,2.0,8.89,8.89,,,,,1557.45
DWR,1999-08-11,15.59,5.54,35.53,2.0,8.33,8.33,,,,,1555.49
DWR,1999-08-12,15.04,4.96,32.96,2.5,8.33,8.33,,,,,1553.73
DWR,1999-08-13,14.23,4.13,29.01,1.8,8.33,8.33,,,,,1551.99
DWR,1999-08-14,12.9,3.0,23.26,3.0,8.89,8.89,,,,,1550.5
DWR,1999-08-15,13.17,3.0,22.78,2.4,8.33,8.33,,,,,1549.06
DWR,1999-08-16,13.04,2.81,21.54,2.4,8.89,8.89,,,,,1547.59
DWR,1999-08-17,12.85,3.24,25.19,1.9,8.33,8.33,,,,,1546.12
DWR,1999-08-18,12.95,2.77,21.39,1.9,8.33,8.33,,,,,1544.54
DWR,1999-08-19,12.58,2.32,18.46,1.9,8.33,8.33,,,,,1543.02
DWR,1999-08-20,12.58,2.26,17.96,1.8,8.33,8.33,,,,,1541.5
DWR,1999-08-21,12.55,2.22,17.7,1.6,8.33,8.33,,,,,1539.95
DWR,1999-08-22,12.59,2.22,17.64,1.9,8.33,8.33,,,,,1538.41
DWR,1999-08-23,10.13,0.21,2.06,1.2,7.78,7.78,,,,,1536.99
DWR,1999-08-24,10.03,0.0,0.0,1.2,8.33,8.33,,,,,1535.71
DWR,1999-08-25,10.05,0.0,0.0,1.2,8.33,8.33,,,,,1534.46
DWR,1999-08-26,10.05,0.0,0.0,1.3,8.33,8.33,,,,,1533.18
DWR,1999-08-27,10.1,0.0,0.0,1.1,8.33,8.33,,,,,1531.87
DWR,1999-08-28,10.01,0.0,0.0,1.0,8.33,8.33,,,,,1530.55
DWR,1999-08-29,10.03,0.0,0.0,0.8,8.33,8.33,,,,,1529.23
DWR,1999-08-30,7.88,0.0,0.0,1.3,8.33,8.33,,,,,1528.03
DWR,1999-08-31,7.81,0.0,0.0,1.4,8.33,8.33,,,,,1527.08
DWR,1999-09-01,7.83,0.0,0.0,1.2,10.56,10.56,,,,,1526.11
DWR,1999-09-02,7.84,0.0,0.0,1.1,10.56,10.56,,,,,1525.11
DWR,1999-09-03,7.86,0.0,0.0,1.0,10.28,10.28,,,,,1524.08
DWR,1999-09-04,7.9,0.0,0.0,1.1,8.33,8.33,,,,,1523.06
DWR,1999-09-05,7.92,0.0,0.0,0.7,8.33,8.33,,,,,1522.03
DWR,1999-09-06,2.69,0.0,0.0,1.5,8.33,8.33,,,,,1521.38
DWR,1999-09-07,2.36,0.0,0.0,1.3,,,,,,,1521.23
DWR,1999-09-08,2.38,0.0,0.0,1.3,,,,,,,1521.06
DWR,1999-09-09,2.4,0.0,0.0,1.0,8.33,8.33,,,,,1523.55
DWR,1999-09-10,2.38,0.0,0.0,1.1,,,,,,,1520.7
DWR,1999-09-11,2.39,0.0,0.0,1.2,8.33,8.33,,,,,1520.52
DWR,1999-09-12,2.4,0.0,0.0,1.1,8.33,8.33,,,,,1520.33
DWR,1999-09-13,2.36,0.0,0.0,1.0,8.33,8.33,,,,,1520.14
DWR,1999-09-14,1.5,0.0,0.0,1.2,8.33,8.33,,,,,1520.03
DWR,1999-09-15,1.5,0.0,0.0,1.0,8.33,8.33,,,,,1519.95
DWR,1999-09-16,1.5,0.0,0.0,0.9,8.33,8.33,,,,,1519.88
DWR,1999-09-17,1.5,0.0,0.0,1.2,8.33,8.33,,,,,1519.81
DWR,1999-09-18,1.5,0.0,0.0,1.0,,,,,,,1519.74
DWR,1999-09-19,1.5,0.0,0.0,1.1,8.33,8.33,,,,,1519.68
DWR,1999-09-20,1.5,0.0,0.0,1.0,8.33,8.33,,,,,1519.59
DWR,1999-09-21,1.5,0.0,0.0,1.2,,,,,,,1519.52
DWR,1999-09-22,1.5,0.0,0.0,0.8,,,,,,,1519.44
DWR,1999-09-23,1.51,0.0,0.0,0.7,8.33,8.33,,,,,1519.34
DWR,1999-09-24,1.5,0.0,0.0,1.0,8.89,8.89,,,,,1519.23
DWR,1999-09-25,1.51,0.0,0.0,0.7,8.33,8.33,,,,,1519.13
DWR,1999-09-26,1.5,0.0,0.0,1.2,8.33,8.33,,,,,1519.06
DWR,1999-09-27,1.51,0.0,0.0,1.4,8.33,8.33,,,,,1519.02
DWR,1999-09-28,1.49,0.0,0.0,1.2,8.89,8.89,,,,,1518.99
DWR,1999-09-29,1.5,0.0,0.0,1.3,8.89,8.89,,,,,1518.95
DWR,1999-09-30,1.5,0.0,0.0,1.1,,,,,,,1518.9
DWR,1999-10-01,1.5,0.0,0.0,1.1,8.89,8.89,,,,,1518.84
DWR,1999-10-02,1.5,0.0,0.0,1.1,8.33,8.33,,,,,1518.78
DWR,1999-10-03,1.5,0.0,0.0,1.2,8.33,8.33,,,,,1518.71
DWR,1999-10-04,1.5,0.0,0.0,1.1,8.89,8.89,,,,,1518.65
DWR,1999-10-05,1.5,0.0,0.0,0.8,8.89,8.89,,,,,1518.55
DWR,1999-10-06,1.5,0.0,0.0,1.1,8.89,8.89,,,,,1518.48
DWR,1999-10-07,1.5,0.0,0.0,1.1,8.89,8.89,,,,,1518.41
DWR,1999-10-08,1.5,0.0,0.0,1.1,,,,,,,1518.36
DWR,1999-10-09,1.5,0.0,0.0,2.7,8.89,8.89,,,,,1518.4
DWR,1999-10-10,1.5,0.0,0.0,1.9,8.89,8.89,,,,,1518.56
DWR,1999-10-11,1.5,0.0,0.0,1.5,8.89,8.89,,,,,1518.58
DWR,1999-10-12,1.5,0.0,0.0,1.4,8.89,8.89,,,,,1518.57
DWR,1999-10-13,1.48,0.0,0.0,1.3,8.89,8.89,,,,,1518.54
DWR,1999-10-14,1.5,0.0,0.0,1.0,8.89,8.89,,,,,1518.5
DWR,1999-10-15,1.5,0.0,0.0,1.1,8.89,8.89,,,,,1518.43
DWR,1999-10-16,1.5,0.0,0.0,1.1,8.89,8.89,,,,,1518.37
DWR,1999-10-17,1.5,0.0,0.0,1.1,8.33,8.33,,,,,1518.31
DWR,1999-10-18,1.5,0.0,0.0,1.1,8.33,8.33,,,,,1518.24
DWR,1999-10-19,1.5,0.0,0.0,1.2,,,,,,,1518.19
DWR,1999-10-20,1.5,0.0,0.0,1.1,8.33,8.33,,,,,1518.13
DWR,1999-10-21,1.5,0.0,0.0,1.1,8.33,8.33,,,,,1518.07
DWR,1999-10-22,1.5,0.0,0.0,1.1,8.33,8.33,,,,,1518.01
DWR,1999-10-23,1.5,0.0,0.0,0.9,8.89,8.89,,,,,1517.93
DWR,1999-10-24,1.5,0.0,0.0,1.2,8.89,8.89,,,,,1517.85
DWR,1999-10-25,1.5,0.0,0.0,1.0,8.89,8.89,,,,,1517.8
DWR,1999-10-26,1.5,0.0,0.0,1.4,8.89,8.89,,,,,1517.75
DWR,1999-10-27,1.5,0.0,0.0,2.5,,,,,,,1517.83
DWR,1999-10-28,1.5,0.0,0.0,4.9,8.33,8.33,,,,,1518.13
DWR,1999-10-29,1.5,0.0,0.0,4.7,,,,,,,1518.69
DWR,1999-10-30,1.5,0.0,0.0,2.5,8.33,8.33,,,,,1519.02
DWR,1999-10-31,1.5,0.0,0.0,2.1,8.89,8.89,,,,,1519.12
DWR,1999-11-01,1.5,0.0,0.0,1.9,8.33,8.33,,,,,1519.22
DWR,1999-11-02,1.5,0.0,0.0,1.8,8.33,8.33,,,,,1519.27
DWR,1999-11-03,1.73,0.0,0.0,1.5,8.33,8.33,,,,,1519.27
DWR,1999-11-04,1.5,0.0,0.0,1.9,8.89,8.89,,,,,1519.28
DWR,1999-11-05,1.5,0.0,0.0,2.1,8.33,8.33,,,,,1519.37
DWR,1999-11-06,1.5,0.0,0.0,2.9,,,,,,,1519.5
DWR,1999-11-07,1.5,0.0,0.0,2.6,8.89,8.89,,,,,1519.7
DWR,1999-11-08,1.5,0.0,0.0,1.8,8.89,8.89,,,,,1519.8
DWR,1999-11-09,1.5,0.0,0.0,2.2,8.89,8.89,,,,,1519.88
DWR,1999-11-10,1.5,0.0,0.0,1.9,8.89,8.89,,,,,1519.96
DWR,1999-11-11,1.5,0.0,0.0,1.9,8.89,8.89,,,,,1520.03
